"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"2005-026","The Artani","818 Van Ness Ave","94109","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2009-01-21T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.78323478","-122.4204501","POINT (-122.4204501 37.78323478)"
"2014-027","The Austin","1527-45 Pine St","94109","3","Nob Hill","Nob Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-02-15T00:00:00.000","12","12","0","1","7","4","0","0","0","0","0","0","0","0","0","37.7893102","-122.4207999","POINT (-122.4207999 37.7893102)"
"1998-024","The Beacon","250-260 King St","94107","6","Mission Bay","South of Market","Mission Bay","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2004-10-06T00:00:00.000","27","27","0","4","12","10","1","0","0","0","0","0","0","0","0","37.77759636","-122.3929614","POINT (-122.3929614 37.77759636)"
"1992-004","The Bouganvillea","5810 Mission St","94112","11","Outer Mission","Outer Mission","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1998-05-07T00:00:00.000","3","3","0","0","2","1","0","0","0","0","0","0","0","0","0","37.70948276","-122.4515674","POINT (-122.4515674 37.70948276)"
"2019-019","The Bristol","1 Bristol Ct","94130","6","Treasure Island","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-06-24T00:00:00.000","14","14","0","2","6","5","1","0","0","0","0","0","0","0","0","37.81187556","-122.364658","POINT (-122.364658 37.81187556)"
"2008-028","The Century","2200 Market St","94114","8","Castro/Upper Market","Castro/Upper Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-02-18T00:00:00.000","3","3","0","0","1","2","0","0","0","0","0","0","0","0","0","37.76584768","-122.4313208","POINT (-122.4313208 37.76584768)"
"2013-007","The Civic","101 Polk St","94102","6","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-06-22T00:00:00.000","19","19","0","2","10","7","0","0","0","0","0","0","0","0","0","37.77762276","-122.4180975","POINT (-122.4180975 37.77762276)"
"2002-020","The Coronet","3595 Geary Blvd","94118","2","Lone Mountain/USF","Inner Richmond","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2011-12-01T00:00:00.000","148","148","0","28","111","9","0","0","0","0","0","0","25","25","0","37.78107116","-122.4580062","POINT (-122.4580062 37.78107116)"
"2001-015","The Dudley Apartments","172-180 6th St","94103","6","South of Market","South of Market","South of Market","MOHCD","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-12-01T00:00:00.000","75","75","25","27","23","0","0","0","0","0","0","0","16","0","0","37.77983099","-122.4076826","POINT (-122.4076826 37.77983099)"
"2018-016","The Fitzgerald","2095 Bryant St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2026-01-15T00:00:00.000","13","13","0","1","5","6","1","0","0","0","0","0","0","0","0","37.76079955","-122.4096033","POINT (-122.4096033 37.76079955)"
"2011-029","The Gantry","2121 3rd St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-11-12T00:00:00.000","18","18","0","2","8","7","1","0","0","0","0","0","0","0","0","37.76270308","-122.3879075","POINT (-122.3879075 37.76270308)"
"2004-003","The Garfield Building","942 Market St","94102","3","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Adaptive Reuse","Inclusionary Housing","Inclusionary Housing Program",,"2009-10-22T00:00:00.000","13","13","0","0","5","5","3","0","0","0","0","0","0","0","0","37.78376814","-122.4087103","POINT (-122.4087103 37.78376814)"
"2015-037","The George","424 Minna St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","5M","2022-09-29T00:00:00.000","91","91","0","21","31","39","0","0","0","0","0","0","0","0","0","37.7816152","-122.4068235","POINT (-122.4068235 37.7816152)"
"2011-025","The Hayes","55 Page St","94102","6","Hayes Valley","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2009-02-13T00:00:00.000","17","17","0","5","7","5","0","0","0","0","0","0","0","0","0","37.77399238","-122.4216935","POINT (-122.4216935 37.77399238)"
"2008-016","The Heights","2829 California St","94115","2","Pacific Heights","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2013-02-06T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.78782886","-122.4409236","POINT (-122.4409236 37.78782886)"
"2008-015","The Hyde","168 Hyde St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2008-08-08T00:00:00.000","3","3","0","2","1","0","0","0","0","0","0","0","0","0","0","37.7823834","-122.4153338","POINT (-122.4153338 37.7823834)"
"2003-010","The Lansing","50 Lansing St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-07-28T00:00:00.000","10","10","0","0","3","7","0","0","0","0","0","0","0","0","0","37.78606632","-122.3940287","POINT (-122.3940287 37.78606632)"
"2016-055","The Madelon","2823 18th St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-12-22T00:00:00.000","3","3","0","1","1","1","0","0","0","0","0","0","0","0","0","37.76160685","-122.4103768","POINT (-122.4103768 37.76160685)"
"1981-013","The Marina Chateau","2701 Van Ness Ave","94109","2","Marina","Marina","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1994-08-25T00:00:00.000","8","2","0","2","0","0","0","0","0","0","0","0","0","0","0","37.80057332","-122.4247352","POINT (-122.4247352 37.80057332)"
"2014-016","The Martin","2051 3rd St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-03-21T00:00:00.000","12","12","0","4","3","5","0","0","0","0","0","0","0","0","0","37.7637856","-122.3882611","POINT (-122.3882611 37.7637856)"
"2000-007","The Metropolitan","333-355 1st St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2005-08-17T00:00:00.000","34","34","0","5","15","14","0","0","0","0","0","0","0","0","0","37.78703112","-122.3935284","POINT (-122.3935284 37.78703112)"
"2001-001","The Midtown","1452 Bush St","94109","3","Nob Hill","Nob Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2019-06-21T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.78869567","-122.421133","POINT (-122.421133 37.78869567)"
"2005-025","The Mint Collection","410 Jessie St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Adaptive Reuse","Inclusionary Housing","Inclusionary Housing Program",,"2009-12-11T00:00:00.000","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","37.78317256","-122.4075751","POINT (-122.4075751 37.78317256)"
"1980-002","The Nathan Building","340 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2010-09-28T00:00:00.000","82","82","0","81","0","1","0","0","0","0","0","0","0","0","0","37.78411664","-122.4133378","POINT (-122.4133378 37.78411664)"
"2008-005","The Openhouse Community at 55 Laguna (Richardson Hall)","55 Laguna St","94102","8","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Adaptive Reuse","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2017-06-07T00:00:00.000","41","40","0","10","26","4","0","0","0","0","0","0","1","0","0","37.771186","-122.4252906","POINT (-122.4252906 37.771186)"
"1998-015","The Paramount","680 Mission St","94105","6","Financial District/South Beach","Financial District","Yerba Buena Center","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2002-06-19T00:00:00.000","99","99","0","23","61","15","0","0","0","0","0","0","0","0","0","37.7867114","-122.4016251","POINT (-122.4016251 37.7867114)"
"2003-018","The Potrero","451 Kansas St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2007-10-29T00:00:00.000","20","20","0","2","12","6","0","0","0","0","0","0","0","0","0","37.76458162","-122.402695","POINT (-122.402695 37.76458162)"
"1999-001","The Providence","1665-1739 19th Ave","94122","4","Sunset/Parkside","Outer Sunset","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2002-12-05T00:00:00.000","8","8","0","0","0","5","3","0","0","0","0","0","0","0","0","37.75534768","-122.4766834","POINT (-122.4766834 37.75534768)"
"2017-016","The Quinn","345 8th St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-04-22T00:00:00.000","6","6","0","0","4","2","0","0","0","0","0","0","0","0","0","37.77469113","-122.4090911","POINT (-122.4090911 37.77469113)"
"2002-002","The Redstone","1450 Greenwich St","94109","3","Russian Hill","Russian Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1985-12-16T00:00:00.000","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","37.80075645","-122.4234436","POINT (-122.4234436 37.80075645)"
"1994-013","The Rose","125 6th St","94103","6","South of Market","South of Market","Not in an OCII Project Area","SFRA","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-01-01T00:00:00.000","76","76","76","0","0","0","0","0","0","0","0","0","0","0","0","37.78085689","-122.4079414","POINT (-122.4079414 37.78085689)"
"2004-019","The Royal","201 Sansome St","94104","3","Financial District/South Beach","Financial District","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Adaptive Reuse","Inclusionary Housing","Inclusionary Housing Program",,"2007-07-13T00:00:00.000","5","5","0","0","3","2","0","0","0","0","0","0","0","0","0","37.7922717","-122.4010495","POINT (-122.4010495 37.7922717)"
"2008-009","The San Francisco Shipyard (Blk 50) - Olympia","101 Donahue St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2016-01-26T00:00:00.000","3","3","0","0","0","3","0","0","0","0","0","0","0","0","0","37.7284129","-122.3701931","POINT (-122.3701931 37.7284129)"
"2008-010","The San Francisco Shipyard (Blk 51) - Merchant","451 Donahue St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2016-01-26T00:00:00.000","6","6","0","1","2","3","0","0","0","0","0","0","0","0","0","37.72906601","-122.3696149","POINT (-122.3696149 37.72906601)"
"2008-011a1","The San Francisco Shipyard (Blk 53) - Alma Building 1","263 Friedell St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.72806481","-122.3690791","POINT (-122.3690791 37.72806481)"
"2008-011a2","The San Francisco Shipyard (Blk 53) - Alma Building 2","236 Coleman St","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.7276993","-122.368643","POINT (-122.368643 37.7276993)"
"2008-011b1","The San Francisco Shipyard (Blk 53) - Engel Building 4","50 Jerrold Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-04-11T00:00:00.000","3","3","0","0","1","1","1","0","0","0","0","0","0","0","0","37.72806481","-122.3690789","POINT (-122.3690789 37.72806481)"
"2008-011b2","The San Francisco Shipyard (Blk 53) - Engel Building 5","555 Innes Ave","94124","10","Bayview Hunters Point","Bayview","HP Shipyard Phase 1","OCII","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program","The San Francisco Shipyard (Blk 53/54)","2017-02-24T00:00:00.000","4","4","0","0","2","2","0","0","0","0","0","0","0","0","0","37.72806481","-122.3690788","POINT (-122.3690788 37.72806481)"
